CustomerID,FirstName,LastName,Gender,Age,DateOfBirth,MaritalStatus,NumberOfDependents,Occupation,EducationLevel,Country,County,Town,PostalCode,Region,JoinDate,TenureMonths,CustomerSegment,SubscriptionPlan,ContractType,NumberOfProducts,PremiumMember,ReferralSource,AccountManagerAssigned,PreferredCommunication,MonthlyCharges,TotalCharges,AverageMonthlySpend,PaymentMethod,AutoPay,BillingFrequency,LatePayments,OutstandingBalance,DiscountsReceived,LastPaymentAmount,LoginsPerMonth,AverageSessionMinutes,SessionsPerWeek,DaysSinceLastLogin,FeaturesAvailable,FeaturesUsed,FeatureAdoptionRate,PurchasesLast12Months,AveragePurchaseValue,UsageTrend,EmailOpenRate,MarketingClickRate,LoyaltyPoints,PromotionsRedeemed,CommunityParticipation,SupportTickets,Complaints,AverageResolutionHours,Escalations,RefundRequests,CustomerSupportRating,NetPromoterScore,CustomerSatisfactionScore,SurveyScore,ProductRating,CustomerLifetimeValue,EstimatedAnnualRevenue,ProfitMarginPercent,Churn,ChurnDate,ChurnReason,ChurnRiskScore,CustomerHealthScore,EngagementScore,SatisfactionCategory
KE-CUST-003825,Kevin,Kariuki,Male,67,1958-12-23,Married,2,Engineer,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2025-03-23,9,Residential,Standard,Month-to-Month,1,No,SMS Promotion,No,WhatsApp,2225.69,20339.67,1993.56,M-Pesa,Yes,Monthly,0,33.04,25.8,2331.38,11,30.6,7,5,5,2,40.0,5,2069.06,Decreasing,17.7,3.1,1060,1,Medium,1,0,21.3,0,0,5,6,4,67.0,4.0,42111.93,30081.68,16.3,No,,,45.7,64.6,38.9,Satisfied
KE-CUST-003826,Vincent,Wachira,Male,18,2007-05-09,Married,4,Police Officer,Diploma,Kenya,Meru,Meru,60200,Eastern Region,2019-08-08,76,Corporate,Business,Month-to-Month,3,No,Agent,Yes,SMS,7365.93,600956.6,7525.21,M-Pesa,No,Monthly,1,875.88,523.77,7284.37,26,23.2,9,2,13,9,69.2,3,957.11,Stable,25.1,6.0,2984,3,Medium,4,2,4.1,0,0,5,7,5,98.0,5.0,401133.44,92660.1,19.0,No,,,45.6,75.7,79.9,Very Satisfied
KE-CUST-003827,James,Nyongesa,Male,44,1981-11-02,Divorced,1,Unknown,Diploma,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2024-12-19,12,Residential,Standard,12 Months,4,No,Online Search,No,Email,1956.63,22451.21,1902.12,Credit Card,No,Monthly,1,416.06,109.95,1865.77,19,37.5,6,7,5,3,60.0,3,50.0,Increasing,33.3,6.4,76,0,Low,2,1,2.4,0,1,5,8,4,96.0,3.0,39532.7,27079.57,19.4,No,,,28.8,87.5,50.6,Satisfied
KE-CUST-003828,Abdi,Langat,Male,50,1975-10-27,Single,0,Nurse,Primary,Kenya,Kiambu,Kiambu,900,Central Region,2020-05-13,57,Student,Basic,Month-to-Month,1,No,Agent,No,Call,749.82,45277.22,635.21,Standing Order,Yes,Monthly,0,6.01,1603.23,792.71,35,24.7,5,46,12,8,66.7,1,2658.79,Increasing,13.0,3.5,172,2,Medium,4,1,4.6,0,0,5,8,4,91.0,4.0,24744.34,8063.21,15.9,Yes,2025-02-02,Service Reliability,83.1,49.1,35.5,Satisfied
KE-CUST-003829,Esther,Simiyu,Female,47,1978-01-28,Married,1,Doctor,Secondary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2023-11-19,25,Government,Business,Month-to-Month,4,No,SMS Promotion,Yes,Call,5358.52,135609.01,5772.33,M-Pesa,No,Monthly,2,328.47,302.55,5418.89,21,25.0,4,22,12,4,33.3,6,1151.7,Increasing,68.7,24.1,307,2,Low,1,0,8.2,0,0,5,8,3,55.0,2.0,88343.05,59363.41,17.9,No,,,45.7,78.0,42.4,Neutral
KE-CUST-003830,Stephen,Kibet,Male,34,1991-12-16,Married,2,Police Officer,Bachelor's Degree,Kenya,Mombasa,Mombasa,80100,Coast Region,2020-12-16,38,Residential,Premium,Month-to-Month,4,Yes,Online Search,No,WhatsApp,5097.29,193335.28,5178.04,Cash,No,Monthly,4,1178.74,614.7,4918.88,12,34.1,3,17,8,3,37.5,8,2136.55,Increasing,24.3,9.6,672,2,Low,5,1,5.7,0,1,4,7,3,69.0,4.0,211521.49,52369.37,12.4,Yes,2024-02-28,Service Reliability,62.6,59.3,19.3,Neutral
KE-CUST-003831,Edwin,Simiyu,Male,33,1992-10-21,Widowed,0,Project Manager,Diploma,Kenya,Nyeri,Nyeri,10100,Central Region,2021-04-04,56,Residential,Basic,Month-to-Month,4,No,SMS Promotion,No,Call,885.71,48600.02,853.83,M-Pesa,Yes,Monthly,0,10.51,90.71,887.6,26,26.7,7,11,6,4,66.7,5,704.57,Increasing,63.6,18.7,1520,1,Low,3,1,6.3,0,0,4,8,4,97.0,5.0,26027.88,13167.63,14.6,No,,,36.7,75.4,71.4,Satisfied
KE-CUST-003832,Chebet,Duale,Female,41,1984-08-16,Single,0,Teacher,Diploma,Kenya,Machakos,Machakos,90100,Eastern Region,2018-06-15,90,Student,Basic,24 Months,1,No,SMS Promotion,No,SMS,829.57,73028.91,693.59,M-Pesa,No,Monthly,2,315.16,849.34,845.17,13,27.2,6,15,14,10,71.4,2,1345.58,Stable,40.6,4.8,1859,2,High,1,0,6.2,0,0,5,8,4,81.0,4.0,41468.81,9382.53,20.8,No,,,36.9,76.2,55.5,Satisfied
KE-CUST-003833,Fatuma,Noor,Female,46,1979-03-16,Married,1,Sales Executive,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2019-04-20,80,Student,Basic,Month-to-Month,2,No,SMS Promotion,No,SMS,500.0,39522.46,400.0,M-Pesa,No,Monthly,1,896.56,1334.81,478.95,13,15.8,7,3,8,5,62.5,5,1792.76,Increasing,66.5,25.9,489,0,Medium,2,0,5.5,0,0,5,7,4,90.0,4.0,24095.52,7610.7,20.9,No,,,53.8,66.0,58.9,Satisfied
KE-CUST-003834,Mwangangi,Kioko,Male,43,1982-12-28,Married,1,Farmer,Diploma,Kenya,Meru,Meru,60200,Eastern Region,2020-09-18,63,SME,Business,Month-to-Month,3,No,Friend/Family,Yes,SMS,4906.89,314939.38,5006.31,Bank Transfer,Yes,Monthly,0,62.87,309.7,4852.92,16,19.0,8,14,8,3,37.5,9,1167.38,Decreasing,62.6,6.3,53,0,Low,2,0,8.7,0,0,4,5,4,94.0,3.0,189631.58,72521.47,18.0,No,,,43.3,73.2,54.1,Satisfied
KE-CUST-003835,Abdi,Otieno,Male,48,1977-11-25,Single,2,Driver,Secondary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2021-05-30,55,Student,Basic,Month-to-Month,4,No,Agent,No,SMS,874.71,47171.75,834.8,M-Pesa,Yes,Monthly,0,8.92,761.63,873.61,18,24.8,2,5,15,10,66.7,4,2481.36,Decreasing,34.7,7.3,111,2,Medium,2,1,10.4,0,0,5,8,5,100.0,5.0,33187.9,12454.45,18.4,No,,,36.8,77.5,41.4,Very Satisfied
KE-CUST-003836,Robert,Rotich,Male,24,2001-09-26,Married,3,Engineer,Bachelor's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2024-03-21,21,Student,Standard,Month-to-Month,1,No,Online Search,No,Email,1341.31,28403.76,1282.53,Bank Transfer,Yes,Monthly,0,24.11,443.13,1207.9,21,50.8,5,1,6,2,33.3,3,446.89,Increasing,65.6,16.1,471,2,Medium,0,0,11.2,0,0,5,9,4,80.0,4.0,27089.02,22248.03,15.5,No,,,34.0,78.7,53.5,Satisfied
KE-CUST-003837,Nekesa,Ogega,Female,33,1992-02-02,Single,0,Accountant,Bachelor's Degree,Kenya,Kakamega,Kakamega,50100,Western Region,2018-01-21,95,SME,Premium,12 Months,3,Yes,Friend/Family,Yes,SMS,3968.98,392303.84,3953.56,Bank Transfer,Yes,Monthly,0,85.41,111.91,4312.06,12,16.5,5,18,8,5,62.5,3,3029.75,Increasing,74.4,14.8,428,1,Low,1,0,9.8,0,0,4,7,4,81.0,4.0,300823.55,48147.0,20.8,No,,,40.7,81.3,44.8,Satisfied
KE-CUST-003838,Abdi,Mohamed,Male,25,2000-06-01,Single,0,Shop Owner,Bachelor's Degree,Kenya,Kakamega,Kakamega,50100,Western Region,2023-12-02,24,SME,Premium,24 Months,3,Yes,Friend/Family,Yes,SMS,3773.64,96237.1,3254.94,Standing Order,Yes,Monthly,2,627.81,1002.16,4085.46,16,15.9,6,10,12,11,91.7,4,1602.54,Increasing,74.9,16.3,87,0,Medium,1,0,11.9,0,0,5,10,4,78.0,4.0,125147.06,48391.06,21.0,No,,,27.3,83.4,72.0,Satisfied
KE-CUST-003839,Patricia,Rotich,Female,31,1994-10-23,Married,3,Student,Diploma,Kenya,Meru,Meru,60200,Eastern Region,2023-01-07,35,SME,Business,Month-to-Month,3,Yes,Walk-in,Yes,SMS,5534.36,189026.07,5537.35,Debit Card,Yes,Quarterly,0,18.98,604.32,5574.46,15,25.6,3,2,10,7,70.0,2,306.61,Decreasing,42.1,11.4,1020,2,Medium,2,0,3.3,0,0,5,6,4,63.0,3.0,174431.99,56797.66,18.7,No,,,46.3,72.1,53.7,Satisfied
KE-CUST-003840,Moraa,Simiyu,Female,48,1977-03-23,Married,2,Banker,Secondary,Kenya,Machakos,Machakos,90100,Eastern Region,2020-03-05,69,Residential,Basic,Month-to-Month,2,Yes,Agent,No,Email,727.39,52932.04,611.79,Standing Order,Yes,Monthly,0,35.77,887.64,736.49,23,43.9,6,2,9,4,44.4,4,2506.08,Decreasing,46.8,18.8,1015,4,Medium,1,0,6.6,0,0,5,9,3,52.0,3.0,34281.18,9854.73,15.3,No,,,48.4,79.0,57.3,Neutral
KE-CUST-003841,Susan,Omondi,Female,37,1988-12-06,Married,0,Business Owner,Secondary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2021-11-04,49,Residential,Family,Month-to-Month,3,No,Advertisement,No,WhatsApp,4329.64,216331.71,4713.31,M-Pesa,Yes,Monthly,0,48.65,180.29,4389.86,12,38.1,4,4,9,5,55.6,2,50.0,Stable,16.6,7.4,701,1,Medium,2,0,3.3,0,1,3,10,4,70.0,5.0,144133.51,58403.08,13.5,No,,,49.7,72.2,42.0,Satisfied
KE-CUST-003842,Abdi,Gitau,Male,67,1958-03-03,Married,3,Mechanic,Master's Degree,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2021-05-07,3,SME,Business,12 Months,3,No,Online Search,No,WhatsApp,7139.55,21530.52,7299.43,M-Pesa,No,Monthly,0,7.95,241.78,6815.04,7,18.7,4,21,6,2,33.3,4,1108.63,Increasing,39.97492912110166,20.5,35,0,Medium,2,0,9.8,0,1,5,5,4,83.0,4.0,84890.71,106609.28,13.9,Yes,2021-08-24,Relocated,61.5,51.4,28.3,Satisfied
KE-CUST-003843,Michael,Mutua,Male,38,1987-07-27,Single,1,Business Owner,Bachelor's Degree,Kenya,Machakos,Machakos,90100,Eastern Region,2020-08-30,64,SME,Business,12 Months,4,No,Social Media,Yes,SMS,6795.04,439673.37,6616.19,M-Pesa,No,Annually,3,1290.47,136.09,6978.25,11,19.4,4,19,9,2,22.2,4,757.21,Decreasing,12.3,1.4,230,0,High,1,0,16.0,0,1,5,6,4,75.0,4.0,263296.95,74050.92,17.4,No,,,55.3,69.8,14.1,Satisfied
KE-CUST-003844,Peter,Barasa,Male,37,1988-02-02,Single,0,Software Developer,Secondary,Kenya,Mombasa,Mombasa,80100,Coast Region,2023-05-08,31,Residential,Premium,Month-to-Month,3,Yes,Friend/Family,No,WhatsApp,4970.98,152206.99,5110.91,M-Pesa,No,Monthly,0,66.83,163.68,4774.56,16,27.9,3,19,5,2,40.0,5,1572.36,Decreasing,75.9,33.0,2838,1,Low,2,1,45.5,0,0,5,8,4,66.0,3.0,146405.84,75044.86,14.0,No,,,53.7,63.9,36.4,Satisfied
KE-CUST-003845,Yusuf,Mwangi,Male,37,1988-08-21,Single,0,Marketing Officer,Primary,Kenya,Kiambu,Kiambu,900,Central Region,2025-06-25,6,Student,Standard,24 Months,2,No,Friend/Family,No,Email,1559.06,9364.62,1781.31,M-Pesa,Yes,Monthly,0,3.29,120.97,1413.69,23,20.4,6,1,8,5,62.5,5,50.0,Increasing,12.2,2.9,656,2,Unknown,2,1,18.5,0,0,5,6,4,78.0,4.0,17193.64,21587.11,20.1,No,,,28.2,82.1,58.6,Satisfied
KE-CUST-003846,Mercy,Owuor,Female,28,1997-12-02,Single,1,ICT Officer,Secondary,Kenya,Garissa,Garissa,70100,North Eastern Region,2024-03-03,17,Corporate,Business,Month-to-Month,3,No,Walk-in,Yes,Call,6159.89,102198.88,6537.75,M-Pesa,No,Quarterly,4,485.73,519.69,6141.73,27,42.7,0,13,11,6,54.5,2,240.24,Decreasing,36.4,7.5,235,1,Low,1,0,13.8,0,1,5,6,4,72.0,4.0,135302.18,69028.22,21.8,Yes,2025-08-30,Financial Constraints,57.3,68.6,37.5,Satisfied
KE-CUST-003847,Kerubo,Kimutai,Female,35,1990-06-04,Married,3,Shop Owner,Master's Degree,Kenya,Kiambu,Kiambu,900,Central Region,2023-12-06,24,Residential,Premium,Month-to-Month,2,Yes,Friend/Family,No,Email,2663.97,58617.83,2523.53,Credit Card,No,Monthly,4,306.93,190.51,2642.79,10,30.1,6,8,8,4,50.0,4,1324.2,Increasing,69.0,8.5,355,1,Medium,0,0,16.8,0,0,5,8,5,100.0,5.0,46586.34,33353.87,18.9,No,,,28.2,77.0,46.6,Very Satisfied
KE-CUST-003848,Agnes,Wanyonyi,Female,50,1975-09-09,Married,2,Police Officer,Bachelor's Degree,Kenya,Mombasa,Mombasa,80100,Coast Region,2019-07-14,77,Residential,Premium,24 Months,2,No,Online Search,No,WhatsApp,4955.28,415039.98,5104.94,Debit Card,Yes,Monthly,0,115.24,526.17,5366.71,8,13.8,5,2,9,3,33.3,4,1521.04,Decreasing,38.4,16.5,26,1,Medium,2,1,11.9,0,2,5,8,4,85.0,4.0,325449.08,68625.35,16.5,No,,,37.2,75.6,44.2,Satisfied
KE-CUST-003849,Eunice,Rotich,Female,37,1988-04-21,Single,0,Doctor,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2022-07-27,41,Government,Enterprise,12 Months,4,No,Friend/Family,Yes,Email,12539.84,493599.92,15405.17,Bank Transfer,Yes,Monthly,0,105.81,448.87,12128.66,19,21.9,4,25,14,9,64.3,5,1408.1,Decreasing,25.8,5.3,579,4,Low,1,0,7.4,0,1,5,8,4,82.0,4.0,390838.41,200936.53,14.9,No,,,49.9,67.7,44.9,Satisfied
KE-CUST-003850,Brian,Ogega,Male,26,1999-10-24,Single,0,Sales Executive,Diploma,Kenya,Mombasa,Mombasa,80100,Coast Region,2018-07-08,89,Residential,Premium,Month-to-Month,3,Yes,Advertisement,No,SMS,2571.07,222984.04,2718.99,Bank Transfer,Yes,Monthly,0,6.33,324.02,2543.88,14,29.5,7,21,14,8,57.1,4,1929.53,Stable,39.97492912110166,13.1,963,1,Medium,3,1,2.1,0,0,5,6,4,73.0,4.0,99067.93,40158.61,16.5,No,,,56.1,70.6,46.1,Satisfied
KE-CUST-003851,Collins,Kiptoo,Male,25,2000-01-11,Married,1,Banker,Bachelor's Degree,Kenya,Kisumu,Kisumu,40100,Nyanza Region,2020-05-18,67,SME,Business,Month-to-Month,3,No,Friend/Family,Yes,WhatsApp,5076.99,312520.68,4980.98,M-Pesa,Yes,Monthly,0,34.73,445.6,4988.04,16,30.6,3,6,11,6,54.5,3,856.75,Increasing,29.5,5.7,107,2,High,3,1,21.7,0,1,4,8,4,87.0,5.0,233338.01,70866.78,21.0,No,,,53.1,73.5,42.6,Satisfied
KE-CUST-003852,George,Mutua,Male,31,1994-11-28,Single,1,Electrician,Primary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2020-08-15,64,Residential,Standard,24 Months,3,No,Social Media,No,Email,1904.82,128515.63,2062.0,M-Pesa,No,Monthly,4,157.9,322.63,1849.29,31,26.1,4,19,13,2,15.4,4,1182.85,Stable,73.8,12.9,670,2,Low,2,0,18.2,0,0,5,7,5,100.0,5.0,70233.37,22416.76,19.8,No,,,28.5,83.6,40.5,Very Satisfied
KE-CUST-003853,Asha,Ogega,Female,37,1988-06-23,Widowed,1,Doctor,Diploma,Kenya,Uasin Gishu,Eldoret,30100,Rift Valley Region,2025-03-27,9,Residential,Standard,Month-to-Month,2,No,SMS Promotion,No,SMS,2278.0,19785.86,1899.87,M-Pesa,Yes,Monthly,0,27.36,508.49,2179.56,9,22.2,3,10,12,7,58.3,2,1689.71,Stable,11.6,4.5,289,4,Medium,1,0,3.1,0,0,4,7,4,72.0,4.0,25489.08,24714.87,18.7,No,,,43.9,70.1,30.9,Satisfied
KE-CUST-003854,Eunice,Maina,Female,50,1975-03-19,Married,0,Project Manager,Diploma,Kenya,Machakos,Machakos,90100,Eastern Region,2022-03-14,7,Student,Basic,Month-to-Month,1,No,Social Media,No,Email,675.52,4834.24,602.92,Bank Transfer,No,Monthly,2,101.64,158.1,652.3,18,33.6,2,24,9,8,88.9,3,1692.03,Decreasing,8.9,3.3,564,3,Low,2,0,27.7,0,0,4,6,4,94.0,4.0,12674.96,7694.37,11.8,Yes,2022-10-16,Relocated,55.4,68.7,37.3,Satisfied
KE-CUST-003855,Purity,Wanjiru,Female,20,2005-12-12,Single,1,Project Manager,PhD,Kenya,Meru,Meru,60200,Eastern Region,2024-11-22,13,Residential,Premium,Month-to-Month,3,Yes,Advertisement,No,Call,3247.65,42567.11,2697.71,M-Pesa,No,Monthly,3,1854.69,608.05,3287.31,24,39.5,5,4,6,2,33.3,4,1169.26,Decreasing,21.5,5.7,2116,0,Low,0,0,12.0,0,2,4,4,5,86.0,5.0,63665.91,50941.24,18.0,No,,,38.2,72.1,40.1,Very Satisfied
KE-CUST-003856,Ndiema,Kioko,Male,32,1993-09-01,Single,0,Police Officer,Diploma,Kenya,Kisii,Kisii,40200,Nyanza Region,2019-05-24,79,Corporate,Unlimited,Month-to-Month,3,No,Walk-in,No,SMS,3726.72,290647.67,3240.69,Cash,Yes,Monthly,0,78.48,141.83,3572.23,14,32.9,9,4,14,11,78.6,4,1717.44,Increasing,58.6,6.3,723,2,High,0,0,13.4,0,0,5,8,4,67.0,3.0,123763.95,53836.56,19.5,No,,,21.7,85.2,72.3,Satisfied
KE-CUST-003857,Moses,Bosire,Male,38,1987-11-13,Married,3,Teacher,Diploma,Kenya,Kiambu,Kiambu,900,Central Region,2018-08-07,88,Residential,Standard,12 Months,3,No,Advertisement,No,WhatsApp,1432.62,122575.12,1279.61,M-Pesa,Yes,Monthly,0,10.41,1546.4,1596.09,28,25.3,4,6,6,3,50.0,1,1498.95,Decreasing,62.4,19.5,1912,1,Medium,2,0,5.0,0,0,5,6,5,96.0,5.0,37568.41,17814.61,24.0,No,,,30.9,84.6,67.3,Very Satisfied
KE-CUST-003858,Jepkorir,Koskei,Female,18,2007-07-27,Single,0,Nurse,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2019-02-24,82,SME,Business,Month-to-Month,3,No,Social Media,Yes,WhatsApp,7647.03,607625.0,6784.02,M-Pesa,No,Annually,2,229.12,195.26,7589.85,32,14.1,6,3,5,3,60.0,4,1567.13,Increasing,14.2,4.6,641,2,Low,1,0,7.5,0,0,5,7,5,100.0,4.0,434751.66,85832.63,22.6,No,,,31.9,82.9,63.0,Very Satisfied
KE-CUST-003859,Wafula,Sang,Male,26,1999-11-22,Single,0,Electrician,Master's Degree,Kenya,Nyeri,Nyeri,10100,Central Region,2025-06-25,6,Residential,Family,Month-to-Month,1,No,Advertisement,No,Call,2981.6,18625.46,2741.14,M-Pesa,Yes,Monthly,0,56.82,5.23,3341.15,19,23.7,2,12,12,7,58.3,4,2456.88,Decreasing,57.4,10.6,484,2,Low,2,1,2.6,0,0,4,8,4,82.0,4.0,50139.99,37665.29,17.6,No,,,54.0,65.5,51.6,Satisfied
KE-CUST-003860,Wangui,Barasa,Female,28,1997-01-03,Single,1,Mechanic,Master's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2022-02-26,46,Student,Standard,Month-to-Month,4,No,Advertisement,No,SMS,2078.84,103729.46,1768.35,Bank Transfer,Yes,Monthly,0,2.4,250.54,2017.27,32,10.3,5,3,12,6,50.0,6,744.28,Increasing,32.6,8.4,190,3,Low,3,1,6.4,0,0,5,7,3,53.0,2.0,70829.38,26532.78,15.1,No,,,42.9,79.0,61.3,Neutral
KE-CUST-003861,Wangui,Nyaboke,Female,26,1999-04-27,Married,2,Teacher,Diploma,Kenya,Kakamega,Kakamega,50100,Western Region,2023-01-24,35,Student,Basic,12 Months,2,No,SMS Promotion,No,Call,637.2,23206.52,536.15,Bank Transfer,No,Monthly,2,476.05,1247.46,580.74,21,28.4,5,4,6,1,16.7,1,1836.69,Decreasing,38.0,6.9,278,0,Low,3,1,21.2,0,0,4,7,4,83.0,3.0,20392.42,7770.5,14.2,No,,,47.3,70.9,41.4,Satisfied
KE-CUST-003862,Amina,Nyakundi,Female,38,1987-09-05,Married,1,Shop Owner,Master's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2025-10-01,2,SME,Business,Month-to-Month,1,No,Agent,Yes,Email,8318.16,18038.12,7462.23,Debit Card,Yes,Monthly,0,148.41,401.7,8529.73,12,31.0,7,2,5,3,60.0,5,2357.38,Decreasing,17.5,5.3,1224,2,Low,0,0,8.4,0,0,5,9,4,79.0,4.0,105046.82,100995.46,21.7,No,,,39.2,78.0,60.7,Satisfied
KE-CUST-003863,Ali,Sang,Male,34,1991-12-09,Single,0,Police Officer,Bachelor's Degree,Kenya,Kakamega,Kakamega,50100,Western Region,2025-10-13,2,Residential,Standard,12 Months,2,No,Agent,No,WhatsApp,1373.24,2883.38,1464.75,Debit Card,No,Monthly,2,629.41,43.13,1330.19,27,33.3,2,29,12,10,83.3,5,1666.09,Stable,69.8,16.4,1139,3,Low,1,0,5.6,0,0,5,10,5,94.0,5.0,20874.88,14619.22,11.5,No,,,21.3,89.9,65.9,Very Satisfied
KE-CUST-003864,Hassan,Owino,Male,29,1996-02-06,Married,2,Marketing Officer,Master's Degree,Kenya,Kisii,Kisii,40200,Nyanza Region,2018-03-15,93,Residential,Basic,12 Months,3,No,Online Search,No,SMS,926.2,85755.05,911.46,M-Pesa,No,Monthly,3,83.41,45.72,886.58,12,36.5,7,4,11,4,36.4,3,1578.39,Stable,56.2,21.8,900,2,Low,1,0,6.5,0,0,4,7,4,83.0,4.0,26271.69,14961.69,17.5,No,,,32.3,84.0,45.9,Satisfied
KE-CUST-003865,Samuel,Cheruiyot,Male,41,1984-08-02,Married,2,Shop Owner,Master's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2024-10-16,14,Residential,Premium,Month-to-Month,4,Yes,Advertisement,No,Call,3679.07,49925.47,4065.92,M-Pesa,Yes,Monthly,0,168.49,238.37,3372.48,10,26.6,2,3,9,3,33.3,3,1321.42,Stable,27.0,9.6,32,1,Medium,1,0,10.0,0,0,5,10,4,80.0,3.0,50960.17,42960.97,17.5,No,,,40.2,70.4,32.7,Satisfied
KE-CUST-003866,Yusuf,Owino,Male,57,1968-05-20,Married,0,Entrepreneur,Secondary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2018-07-14,88,Corporate,Business,Month-to-Month,4,No,SMS Promotion,Yes,Call,7352.55,694962.5,7132.27,M-Pesa,Yes,Quarterly,1,1049.55,102.23,7237.31,26,36.0,10,7,6,4,66.7,1,2195.23,Stable,38.1,12.3,2274,3,Low,5,1,4.0,0,0,5,3,4,82.0,4.0,432317.44,116446.34,11.2,Yes,2025-11-28,Network Issues,43.7,78.0,72.4,Satisfied
KE-CUST-003867,Samuel,Owino,Male,56,1969-04-23,Single,0,Farmer,Diploma,Kenya,Nairobi,Nairobi,100,Nairobi Region,2023-09-10,27,Residential,Premium,12 Months,1,Yes,Friend/Family,No,Email,4451.16,116368.39,4722.93,M-Pesa,Yes,Monthly,0,19.45,371.14,4740.25,14,20.3,5,2,14,3,21.4,6,1929.98,Stable,36.6,16.0,410,1,High,2,0,1.2,0,1,5,8,3,72.0,4.076202118989405,139457.01,52062.17,16.6,No,,,49.8,62.6,44.5,Neutral
KE-CUST-003868,Diana,Kimutai,Female,18,2007-09-14,Married,2,Student,Bachelor's Degree,Kenya,Meru,Meru,60200,Eastern Region,2022-02-17,46,Residential,Premium,Month-to-Month,1,Yes,Advertisement,No,SMS,2713.4,123133.48,2649.44,M-Pesa,Yes,Monthly,1,2397.52,1087.09,2737.27,34,24.8,10,2,10,3,30.0,5,2206.92,Stable,56.9,22.6,113,2,Medium,1,0,16.5,0,0,5,7,5,100.0,5.0,97307.03,42054.69,18.1,No,,,36.1,82.3,78.7,Very Satisfied
KE-CUST-003869,Wangui,Wanjiru,Female,43,1982-03-21,Widowed,0,ICT Officer,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2024-05-01,19,SME,Business,Month-to-Month,2,No,Walk-in,Yes,Email,5794.39,108659.61,5941.1,Bank Transfer,Yes,Quarterly,1,191.97,1352.39,5759.87,7,40.8,8,10,7,5,71.4,4,2759.17,Stable,37.5,5.9,1637,3,Low,0,0,28.0,0,0,5,7,5,80.0,5.0,157494.55,56290.59,25.1,No,,,50.7,69.0,55.5,Very Satisfied
KE-CUST-003870,Omar,Omondi,Male,34,1991-12-27,Single,0,Electrician,Diploma,Kenya,Machakos,Machakos,90100,Eastern Region,2024-07-07,3,SME,Premium,Month-to-Month,3,Yes,Advertisement,Yes,Call,4253.59,12920.63,4474.68,M-Pesa,Yes,Annually,0,8.47,1016.42,4191.02,28,28.5,3,4,8,3,37.5,4,1389.45,Increasing,25.5,8.4,2197,1,Low,1,0,18.3,0,0,4,4,3,45.0,4.0,83812.15,47657.02,18.6,Yes,2024-10-04,Network Issues,56.4,64.5,49.0,Neutral
KE-CUST-003871,Titus,Nyakundi,Male,38,1987-01-10,Single,1,Police Officer,Secondary,Kenya,Nairobi,Nairobi,100,Nairobi Region,2025-12-08,0,Corporate,Enterprise,Month-to-Month,1,Yes,Social Media,Yes,WhatsApp,10558.42,0.0,10699.54,Cash,No,Monthly,1,71.85,140.49,11322.23,19,33.0,2,17,9,3,33.3,6,1019.43,Decreasing,29.2,11.1,389,2,Medium,2,1,23.4,0,0,5,9,4,72.0,4.0,188333.98,149973.37,7.7,No,,,69.1,53.3,37.6,Satisfied
KE-CUST-003872,Omar,Muli,Male,31,1994-05-18,Single,0,Doctor,Bachelor's Degree,Kenya,Machakos,Machakos,90100,Eastern Region,2018-09-23,87,Student,Basic,12 Months,2,No,SMS Promotion,No,Email,756.45,61459.53,629.2,M-Pesa,No,Annually,0,62.45,1502.69,748.52,3,38.3,5,7,10,7,70.0,2,1299.56,Stable,25.3,5.7,175,3,Low,3,1,25.5,0,0,5,5,5,97.0,5.0,39885.57,7554.93,22.8,No,,,55.1,59.3,34.6,Very Satisfied
KE-CUST-003873,Barasa,Langat,Male,37,1988-06-04,Single,0,Sales Executive,Bachelor's Degree,Kenya,Nairobi,Nairobi,100,Nairobi Region,2021-03-31,57,Student,Standard,12 Months,3,No,SMS Promotion,No,Call,1753.88,98776.37,1817.9,M-Pesa,No,Monthly,5,125.34,147.26,1672.04,29,22.0,3,6,5,2,40.0,3,2233.46,Decreasing,86.8,32.5,128,3,Low,2,1,12.6,0,2,5,7,3,65.0,2.0,82761.1,23601.63,17.4,No,,,36.1,82.0,66.7,Neutral
